student_id,cgpa,twelfth_percent,branch,internships,projects,backlogs,prep_hours,communication_score,hostel,placed,package_lpa
VS2831,8.65,66.2,IT,1.0,3,2,,7.2,Yes,Yes,8.64
VS2810,5.15,86.2,ECE,1.0,4,2,,6.6,Yes,No,0.0
VS2728,7.58,69.2,CSE,0.0,4,0,236.0,6.4,Yes,Yes,6.69
VS2743,6.69,82.1,ECE,2.0,2,0,171.0,6.3,Yes,Yes,
VS2841,9.13,70.4,Mech,0.0,4,0,202.0,7.7,Yes,Yes,8.52
VS2607,6.86,64.0,Mech,2.0,3,1,91.0,7.0,Yes,Yes,
VS2898,7.28,79.8,Mech,3.0,1,0,290.0,1.1,Yes,No,0.0
VS2910,7.06,68.8,IT,0.0,3,0,107.0,6.7,Yes,Yes,5.73
VS2854,8.29,80.7,CSE,1.0,2,0,224.0,6.8,No,Yes,7.3
VS3023,7.88,91.3,CSE,1.0,3,0,105.0,10.0,No,Yes,8.18
VS2984,6.78,82.6,IT,,4,0,169.0,6.3,Yes,Yes,7.44
VS2608,8.55,62.6,CSE,1.0,0,0,78.0,4.9,Yes,Yes,6.8
VS2756,6.92,70.1,CSE,0.0,1,0,240.0,6.9,No,Yes,6.61
VS2627,6.65,64.4,CSE,0.0,2,1,,8.0,No,No,0.0
VS2866,7.28,98.0,CSE,0.0,2,1,105.0,6.2,No,Yes,6.78
VS2914,7.31,82.6,IT,0.0,0,1,165.0,7.1,Yes,Yes,
VS2664,5.75,72.6,ECE,0.0,3,2,49.0,5.2,Yes,No,0.0
VS3009,8.34,81.3,Civil,,2,0,158.0,4.3,Yes,Yes,5.07
VS2855,7.41,82.1,Mech,0.0,2,0,273.0,5.9,Yes,Yes,
VS2980,6.32,81.6,ECE,1.0,5,0,161.0,6.9,No,Yes,6.71
VS2753,8.65,66.2,ECE,1.0,2,0,314.0,4.9,Yes,No,0.0
VS2648,8.65,77.0,ECE,1.0,2,0,111.0,5.9,Yes,Yes,
VS2808,8.21,77.8,CSE,1.0,3,1,,1.8,Yes,Yes,5.55
VS2887,7.0,66.7,IT,1.0,5,0,119.0,7.1,No,Yes,7.81
VS2601,7.04,80.4,IT,1.0,2,0,181.0,6.0,Yes,No,0.0
VS2941,7.68,75.8,Civil,0.0,3,0,223.0,4.5,No,No,0.0
VS2869,8.43,87.2,CSE,,1,0,76.0,8.6,Yes,Yes,7.44
VS2865,5.61,67.7,CSE,2.0,4,4,228.0,7.3,Yes,No,
VS2975,6.78,92.7,CSE,4.0,2,2,,4.9,Yes,Yes,7.25
VS3075,7.4,64.2,IT,1.0,4,0,216.0,6.3,No,No,0.0
VS2695,7.87,77.2,ECE,0.0,2,0,44.0,7.0,No,Yes,5.3
VS3123,7.51,90.6,ECE,2.0,1,0,107.0,7.4,Yes,Yes,5.77
VS2952,8.35,68.7,ECE,0.0,3,0,274.0,8.3,Yes,Yes,6.61
VS2642,7.33,78.0,ECE,1.0,6,2,90.0,,Yes,Yes,6.61
VS2961,6.57,71.4,CSE,0.0,0,0,119.0,6.4,Yes,No,0.0
VS2964,7.44,92.4,ECE,1.0,1,0,,3.3,No,Yes,4.68
VS2716,7.26,97.6,Mech,3.0,3,0,247.0,7.4,Yes,Yes,5.23
VS2645,7.59,76.2,Mech,,3,0,142.0,5.2,No,Yes,4.13
VS2761,7.71,90.8,Civil,1.0,4,0,59.0,5.5,No,Yes,6.47
VS3041,7.12,65.3,CSE,1.0,4,0,208.0,6.5,Yes,Yes,6.89
VS2717,8.02,65.7,ECE,1.0,4,0,56.0,10.0,Yes,Yes,8.17
VS2888,7.64,91.3,ECE,0.0,5,0,106.0,5.5,Yes,Yes,5.5
VS2677,8.16,78.0,ECE,2.0,3,0,,4.9,No,Yes,5.65
VS3101,8.59,89.9,Mech,1.0,2,3,65.0,7.1,Yes,Yes,7.12
VS2663,9.22,58.0,Mech,2.0,2,0,118.0,5.6,Yes,Yes,7.99
VS2938,6.99,88.0,CSE,0.0,2,1,172.0,7.0,No,No,0.0
VS3049,5.98,56.7,ECE,0.0,3,0,126.0,6.4,Yes,No,0.0
VS3045,6.4,73.8,ECE,0.0,2,0,168.0,6.9,No,Yes,5.86
VS2830,7.84,74.5,CSE,0.0,3,0,60.0,7.5,No,Yes,7.13
VS2897,7.43,83.6,Mech,2.0,1,0,124.0,4.4,No,Yes,4.77
VS2786,6.18,76.8,IT,4.0,1,0,103.0,8.2,No,Yes,6.46
VS2989,8.76,63.7,Mech,0.0,3,3,,4.6,No,Yes,
VS2799,6.26,81.6,IT,,0,0,277.0,6.9,Yes,Yes,6.3
VS2965,7.09,76.6,IT,0.0,0,1,,6.9,No,No,0.0
VS2995,7.23,76.1,IT,1.0,2,0,191.0,2.6,No,No,0.0
VS2721,9.25,64.8,ECE,2.0,1,0,233.0,6.8,Yes,Yes,8.54
VS3126,8.87,91.6,Civil,2.0,4,3,105.0,4.9,No,Yes,6.99
VS3096,7.04,65.4,IT,0.0,1,0,73.0,3.7,Yes,Yes,5.09
VS2907,7.07,90.5,ECE,1.0,5,0,54.0,5.0,Yes,Yes,6.21
VS3122,7.2,89.3,CSE,1.0,4,1,,3.7,No,Yes,6.45
VS2963,6.99,64.1,CSE,,0,0,93.0,5.6,Yes,No,0.0
VS2758,8.9,83.7,Mech,1.0,3,0,121.0,5.6,No,No,0.0
VS2685,6.59,68.1,CSE,1.0,2,1,25.0,5.2,No,No,0.0
VS2825,9.19,75.5,Civil,1.0,2,0,279.0,6.0,No,Yes,6.86
VS2976,9.46,76.9,Civil,0.0,5,1,193.0,5.4,No,Yes,6.6
VS2862,6.15,82.3,IT,1.0,1,0,164.0,7.7,No,No,0.0
VS2931,6.42,73.8,CSE,3.0,3,3,448.0,5.1,Yes,No,
VS3059,7.1,68.7,ECE,0.0,4,1,178.0,7.8,Yes,Yes,5.89
VS2676,7.94,79.1,CSE,2.0,0,0,76.0,6.1,Yes,Yes,7.13
VS3046,6.36,88.8,Civil,3.0,4,1,69.0,6.5,Yes,Yes,6.07
VS3109,8.21,68.2,CSE,0.0,2,0,39.0,7.5,Yes,Yes,
VS2687,8.11,98.0,IT,0.0,3,1,66.0,7.6,No,Yes,6.06
VS3149,6.81,81.8,IT,3.0,4,0,150.0,9.1,No,Yes,6.74
VS2782,8.1,79.0,IT,3.0,4,1,214.0,4.6,No,Yes,7.63
VS2705,7.09,77.9,ECE,2.0,2,0,45.0,4.7,Yes,Yes,4.55
VS3057,6.0,85.5,IT,1.0,2,1,97.0,4.9,No,No,0.0
VS2649,7.15,75.6,CSE,2.0,3,0,325.0,7.4,No,Yes,7.22
VS3035,7.36,61.2,CSE,1.0,2,3,,7.5,No,No,0.0
VS2605,5.83,79.1,Civil,2.0,5,1,52.0,5.6,Yes,No,0.0
VS2617,7.6,93.8,CSE,1.0,1,1,,5.1,Yes,No,
VS2834,8.04,82.0,Civil,0.0,4,1,192.0,6.9,Yes,Yes,6.25
VS3061,8.27,75.4,CSE,0.0,4,0,55.0,5.7,No,No,0.0
VS2972,7.5,83.1,IT,2.0,5,0,65.0,7.1,No,Yes,6.88
VS3055,7.77,98.0,CSE,1.0,3,0,293.0,6.2,Yes,Yes,7.51
VS2706,7.11,64.2,IT,1.0,6,0,363.0,6.6,No,Yes,6.39
VS2734,7.06,70.9,ECE,2.0,3,4,,9.4,No,No,0.0
VS3120,7.84,67.3,Mech,3.0,3,0,,5.5,No,Yes,6.38
VS2826,8.54,55.0,CSE,0.0,3,0,131.0,7.3,No,Yes,8.57
VS2814,5.54,56.7,ECE,2.0,2,0,,5.2,Yes,No,0.0
VS2790,6.38,83.9,Civil,0.0,5,3,,5.2,Yes,No,0.0
VS3107,8.39,55.0,Mech,1.0,4,0,181.0,7.9,Yes,Yes,7.43
VS2920,8.37,63.9,Civil,0.0,2,3,163.0,5.3,Yes,No,0.0
VS2882,6.82,87.2,CSE,0.0,3,0,164.0,4.5,Yes,Yes,5.1
VS2629,6.16,91.0,ECE,4.0,2,1,,6.1,No,Yes,5.43
VS2769,6.48,76.3,Civil,2.0,4,0,,4.7,Yes,No,0.0
VS2780,8.05,73.2,Mech,2.0,3,2,285.0,5.9,No,Yes,6.39
VS2700,5.0,82.2,Civil,2.0,5,0,370.0,4.0,No,No,0.0
VS2797,7.68,72.0,Mech,3.0,1,0,128.0,7.0,Yes,Yes,6.65
VS2809,5.78,98.0,IT,1.0,3,1,359.0,8.5,Yes,Yes,7.33
VS2735,7.32,55.0,CSE,2.0,2,0,,7.9,Yes,Yes,7.55
VS3129,7.52,75.8,IT,0.0,2,0,117.0,5.8,Yes,Yes,
VS3119,6.44,93.8,Mech,0.0,3,0,210.0,5.3,No,Yes,4.45
VS2798,8.17,94.2,CSE,0.0,3,0,,4.8,No,Yes,6.35
VS2973,7.25,76.9,IT,2.0,3,4,260.0,5.4,No,No,0.0
VS2766,6.62,78.7,Mech,0.0,4,0,169.0,5.2,Yes,No,0.0
VS3043,7.62,75.7,CSE,0.0,2,1,,8.5,No,Yes,6.21
VS2736,5.69,64.2,Civil,2.0,4,1,93.0,5.2,No,No,0.0
VS2885,6.77,74.2,IT,3.0,2,0,173.0,7.8,No,Yes,7.1
VS2935,6.71,91.7,ECE,0.0,2,1,56.0,6.7,Yes,Yes,5.83
VS2996,9.28,76.4,Mech,3.0,2,1,87.0,5.7,No,Yes,9.39
VS3013,7.89,71.8,Mech,2.0,5,0,130.0,6.8,No,Yes,7.55
VS2731,5.71,86.9,Civil,1.0,0,0,196.0,5.0,No,No,0.0
VS2639,7.95,81.5,ECE,3.0,0,0,,6.2,Yes,Yes,4.35
VS3071,7.34,62.3,IT,3.0,5,2,432.0,6.3,Yes,Yes,9.18
VS2815,7.5,80.6,Mech,1.0,3,0,149.0,7.0,Yes,Yes,5.93
VS2643,7.66,70.5,IT,4.0,2,1,139.0,6.9,No,Yes,8.23
VS2654,6.33,91.8,ECE,1.0,4,3,216.0,4.6,Yes,No,0.0
VS3132,8.85,75.5,IT,3.0,3,0,,4.4,Yes,Yes,9.1
VS2899,8.61,80.9,ECE,1.0,3,1,190.0,4.6,Yes,Yes,6.68
VS2860,7.25,75.9,CSE,1.0,5,0,,8.4,Yes,Yes,7.94
VS2904,7.02,76.4,Mech,1.0,3,1,130.0,7.9,No,Yes,5.55
VS2635,8.3,79.0,CSE,,6,0,246.0,9.4,Yes,Yes,9.97
VS2915,7.53,59.3,IT,1.0,5,1,139.0,5.6,Yes,Yes,7.51
VS2999,7.17,74.1,IT,0.0,4,0,145.0,,Yes,Yes,
VS2909,9.24,81.4,CSE,2.0,4,0,64.0,5.1,Yes,Yes,9.09
VS2876,8.5,82.7,IT,3.0,3,4,,5.5,Yes,Yes,8.41
VS2724,6.3,77.0,CSE,2.0,2,0,145.0,8.2,Yes,Yes,6.38
VS2742,7.67,90.9,Civil,1.0,0,0,76.0,6.8,Yes,Yes,7.05
VS2710,7.92,76.6,IT,1.0,2,0,146.0,8.8,Yes,Yes,5.47
VS2923,8.31,76.0,ECE,1.0,2,2,142.0,5.8,Yes,No,0.0
VS2932,5.96,98.0,ECE,1.0,2,0,69.0,2.0,Yes,No,0.0
VS2993,7.52,77.9,ECE,1.0,2,0,124.0,5.9,Yes,Yes,6.61
VS3103,6.9,83.5,IT,1.0,2,1,156.0,4.7,Yes,Yes,7.46
VS2707,7.21,74.8,CSE,2.0,1,0,294.0,4.6,No,Yes,7.17
VS3110,8.08,73.4,CSE,4.0,5,0,301.0,5.1,No,Yes,9.02
VS2612,6.57,78.1,ECE,2.0,3,0,,6.1,No,Yes,5.15
VS2872,6.32,83.6,CSE,1.0,2,3,74.0,6.6,Yes,No,0.0
VS2647,8.74,95.7,CSE,1.0,4,0,67.0,5.8,Yes,Yes,9.0
VS3042,7.29,55.0,Mech,1.0,2,1,237.0,5.8,No,Yes,4.95
VS2803,7.95,57.9,CSE,,4,0,49.0,6.9,No,Yes,9.57
VS3090,8.02,62.1,ECE,0.0,3,0,316.0,8.6,Yes,Yes,6.33
VS2719,7.56,92.8,ECE,3.0,3,0,252.0,5.9,No,Yes,6.36
VS2621,7.79,89.3,IT,2.0,2,2,86.0,9.7,Yes,Yes,8.07
VS3002,7.85,83.6,Mech,1.0,5,1,125.0,5.9,No,Yes,5.63
VS3034,7.29,58.0,CSE,3.0,4,1,188.0,5.8,No,Yes,8.84
VS2683,5.98,75.5,CSE,3.0,2,2,,7.7,Yes,No,0.0
VS2730,7.08,81.0,CSE,,0,0,119.0,10.0,No,Yes,8.41
VS3111,6.45,64.1,Mech,2.0,0,1,163.0,6.4,Yes,No,0.0
VS2983,7.96,69.5,IT,1.0,2,0,80.0,4.9,No,Yes,6.87
VS3065,7.29,91.6,ECE,1.0,2,0,193.0,8.1,No,Yes,5.48
VS2929,5.46,77.9,CSE,3.0,2,0,199.0,7.8,No,No,0.0
VS2829,8.04,55.0,CSE,0.0,3,4,125.0,6.7,Yes,No,0.0
VS3143,7.17,85.6,Civil,3.0,1,0,75.0,6.9,Yes,Yes,5.53
VS2886,7.71,81.8,CSE,4.0,0,0,114.0,9.5,No,Yes,9.7
VS2723,9.07,82.2,IT,0.0,3,0,206.0,6.3,Yes,Yes,9.09
VS2633,7.45,66.5,IT,1.0,2,0,100.0,5.4,Yes,Yes,6.22
VS2875,8.69,97.1,IT,2.0,5,1,,,Yes,Yes,9.47
VS2604,7.85,78.6,CSE,0.0,1,0,254.0,6.3,No,Yes,7.72
VS3011,7.61,71.8,ECE,1.0,1,3,,,Yes,No,0.0
VS2619,8.11,87.7,ECE,1.0,2,3,,5.8,No,No,0.0
VS3091,7.74,78.3,ECE,1.0,6,0,500.0,3.2,Yes,Yes,6.64
VS2819,7.03,66.4,IT,3.0,2,0,,7.2,Yes,Yes,8.2
VS2979,7.47,95.9,Mech,0.0,5,2,159.0,5.8,Yes,No,0.0
VS2667,6.88,82.7,IT,3.0,5,1,73.0,8.6,Yes,Yes,9.56
VS3081,6.17,74.1,CSE,2.0,3,4,392.0,4.1,Yes,No,0.0
VS3019,7.78,85.1,Civil,2.0,4,0,,7.9,No,Yes,7.76
VS2956,7.69,77.2,Mech,1.0,3,0,140.0,6.2,No,Yes,5.63
VS2749,7.79,83.6,CSE,1.0,2,0,,4.6,Yes,Yes,7.09
VS2824,9.45,85.5,CSE,0.0,3,0,175.0,6.9,Yes,Yes,8.46
VS2847,6.31,80.9,IT,2.0,4,3,,7.2,No,No,0.0
VS3108,6.84,87.4,IT,2.0,1,0,83.0,7.9,Yes,Yes,5.69
VS2751,8.22,72.5,Mech,3.0,2,4,125.0,5.9,No,No,0.0
VS3141,7.2,83.8,ECE,4.0,3,3,87.0,4.5,Yes,Yes,6.42
VS2917,10.0,84.0,ECE,0.0,4,0,58.0,6.3,No,Yes,8.54
VS3048,6.99,76.3,CSE,0.0,0,0,71.0,4.2,No,No,0.0
VS2891,6.92,62.9,CSE,1.0,2,0,231.0,4.6,No,No,0.0
VS2833,8.14,71.2,ECE,3.0,3,0,120.0,9.2,Yes,Yes,8.03
VS2610,6.61,75.2,IT,1.0,3,0,166.0,7.1,Yes,No,0.0
VS2879,7.08,73.9,Mech,0.0,4,3,68.0,4.7,Yes,No,0.0
VS2671,7.92,79.8,IT,0.0,6,1,136.0,3.5,Yes,Yes,6.28
VS2852,7.32,67.3,IT,1.0,4,1,196.0,7.8,No,Yes,6.77
VS2692,7.43,58.9,IT,0.0,0,0,500.0,6.3,Yes,Yes,4.71
VS3028,9.64,77.6,CSE,1.0,4,0,176.0,4.7,Yes,Yes,8.98
VS2949,7.3,84.5,CSE,1.0,3,0,,3.8,Yes,Yes,7.64
VS3015,7.69,74.5,CSE,2.0,3,0,125.0,4.0,No,No,0.0
VS2974,8.99,74.0,CSE,3.0,1,0,162.0,8.3,Yes,Yes,9.74
VS3000,7.48,95.1,IT,1.0,5,0,135.0,7.8,No,Yes,7.4
VS2857,7.44,82.7,CSE,1.0,1,0,209.0,7.9,Yes,Yes,7.13
VS2672,6.82,87.6,Mech,0.0,3,0,46.0,8.8,No,Yes,5.61
VS2795,6.48,71.8,CSE,2.0,2,0,195.0,3.9,Yes,Yes,
VS3083,6.9,69.8,IT,2.0,2,0,,5.3,Yes,Yes,5.82
VS2737,5.78,59.9,IT,0.0,2,3,169.0,7.3,No,No,0.0
VS3094,8.02,77.9,Mech,1.0,1,0,90.0,4.6,No,Yes,5.77
VS3062,8.88,86.4,Civil,2.0,4,0,164.0,6.4,Yes,Yes,6.93
VS2801,7.85,89.9,Civil,1.0,1,0,,7.6,Yes,Yes,6.54
VS2912,7.44,92.8,CSE,1.0,3,0,62.0,4.8,No,Yes,7.93
VS2890,6.26,87.6,Mech,1.0,3,0,307.0,5.2,Yes,No,0.0
VS2789,7.05,84.5,CSE,,2,0,88.0,6.7,No,No,0.0
VS2712,8.1,88.1,IT,2.0,2,0,182.0,5.1,Yes,Yes,6.47
VS2783,6.36,86.0,IT,1.0,4,0,295.0,6.9,Yes,Yes,4.59
VS2752,8.03,66.8,CSE,1.0,2,0,117.0,9.4,No,Yes,7.4
VS2925,7.68,72.2,ECE,,3,0,,5.2,Yes,Yes,5.44
VS2644,6.5,75.6,Mech,3.0,1,0,34.0,7.2,Yes,No,0.0
VS3044,8.02,76.1,CSE,1.0,1,0,,5.0,Yes,Yes,6.28
VS2606,8.04,73.9,Mech,3.0,1,0,110.0,5.4,Yes,Yes,6.57
VS2850,6.1,85.4,ECE,4.0,2,0,103.0,3.5,Yes,No,0.0
VS2675,6.76,85.0,CSE,2.0,2,0,191.0,5.1,No,Yes,8.17
VS3112,8.37,63.9,CSE,4.0,2,0,103.0,5.9,Yes,Yes,7.52
VS2991,7.08,79.1,CSE,,5,4,77.0,5.8,No,Yes,8.9
VS3032,7.53,83.5,ECE,0.0,2,3,20.0,6.7,No,No,0.0
VS2668,8.21,74.2,CSE,0.0,4,0,157.0,5.5,Yes,Yes,7.66
VS2767,5.08,73.9,Mech,0.0,6,0,134.0,9.1,Yes,No,
VS2966,8.45,80.9,Mech,2.0,2,1,90.0,7.6,No,Yes,7.31
VS2945,5.51,79.8,Mech,1.0,3,0,248.0,5.3,No,No,0.0
VS3135,6.76,71.2,CSE,1.0,5,1,167.0,4.4,No,No,0.0
VS2998,7.81,63.4,IT,4.0,4,0,89.0,5.1,Yes,Yes,8.52
VS2785,7.19,77.5,ECE,3.0,4,0,84.0,6.5,No,Yes,6.68
VS2948,7.18,87.2,ECE,,1,1,296.0,4.2,Yes,No,0.0
VS2811,8.4,79.7,ECE,1.0,4,0,173.0,5.0,Yes,Yes,6.22
VS3102,7.6,76.5,Civil,0.0,4,0,,6.7,Yes,Yes,5.68
VS3137,6.33,98.0,CSE,2.0,4,0,,5.6,No,Yes,8.97
VS2796,8.86,78.2,ECE,3.0,1,0,259.0,6.4,Yes,Yes,7.51
VS2775,8.45,70.7,CSE,0.0,3,0,,5.1,Yes,Yes,8.45
